ValidedTID,Check
2030102519-1,
2030102520-9,
2030102521-7,
2030102522-5,
2030102524-1,
2030102525-8,
2030102526-6,
2030102527-4,
2030102528-2,
2030102529-0,
2030102530-8,
2030102531-6,
2030102532-4,
2030102533-2,
2030102534-0,
2030102535-7,
2030102536-5,
2030102537-3,
2030102538-1,
2030102539-9,
2030102540-7,
2030102541-5,
2030102542-3,
2030102543-1,
2030102544-9,
2030102545-6,
2030102546-4,
2030102547-2,
2030102548-0,
2030102549-8,
2030102550-6,
2030102551-4,
2030102552-2,
2030102553-0,
2030102554-8,
2030102555-5,
2030102556-3,
2030102557-1,
2030102558-9,
2030102559-7,
2030102560-5,
2030102561-3,
2030102562-1,
2030102563-9,
2030102564-7,
2030102566-2,
2030102567-0,
2030102568-8,
2030102569-6,
2030102570-4,
2030102571-2,
2030102572-0,
2030102573-8,
2030102574-6,
2030102575-3,
2030102576-1,
2030102577-9,
2030102578-7,
2030102579-5,
2030102580-3,
2030102581-1,
2030102582-9,
2030102583-7,
2030102584-5,
2030102585-2,
2030102586-0,
2030102587-8,
2030102588-6,
2030102589-4,
2030102590-2,
2030102591-0,
2030102592-8,
2030102593-6,
2030102594-4,
2030102595-1,
2030102596-9,
2030102597-7,
2030102598-5,
2030102599-3,
2030102600-9,
2030102601-7,
2030102602-5,
2030102603-3,
2030102605-8,
2030102606-6,
2030102607-4,
2030102608-2,
2030102609-0,
2030102611-6,
2030102612-4,
2030102613-2,
2030102614-0,
2030102615-7,
2030102616-5,
2030102617-3,
2030102618-1,
2030102619-9,
2030102620-7,
2030102621-5,
2030102622-3,
2030102623-1,
2030102624-9,
2030102625-6,
2030102626-4,
2030102627-2,
2030102628-0,
2030102629-8,
2030102630-6,
2030102631-4,
2030102632-2,
2030102633-0,
2030102634-8,
2030102635-5,
2030102636-3,
2030102637-1,
2030102638-9,
2030102639-7,
2030102640-5,
2030102642-1,
2030102643-9,
2030102644-7,
2030102645-4,
2030102646-2,
2030102647-0,
2030102649-6,
2030102650-4,
2030102651-2,
2030102652-0,
2030102653-8,
2030102654-6,
2030102655-3,
2030102656-1,
2030102657-9,
2030102658-7,
2030102660-3,
2030102661-1,
2030102662-9,
2030102663-7,
2030102664-5,
2030102665-2,
2030102666-0,
2030102668-6,
2030102669-4,
2030102670-2,
2030102671-0,
2030102672-8,
2030102673-6,
2030102674-4,
2030102675-1,
2030102676-9,
2030102677-7,
2030102678-5,
2030102679-3,
2030102680-1,
2030102681-9,
2030102682-7,
2030102683-5,
2030102684-3,
2030102685-0,
2030102686-8,
2030102687-6,
2030102688-4,
2030102689-2,
2030102690-0,
2030102691-8,
2030102692-6,
2030102693-4,
2030102694-2,
2030102695-9,
2030102696-7,
2030102698-3,
2030102699-1,
2030102700-7,
2030102701-5,
2030102702-3,
2030102703-1,
2030102704-9,
2030102705-6,
2030102706-4,
2030102707-2,
2030102708-0,
2030102709-8,
2030102710-6,
2030102711-4,
2030102712-2,
2030102713-0,
2030102714-8,
2030102715-5,
2030102716-3,
2030102717-1,
2030102718-9,
2030102719-7,
2030102720-5,
2030102721-3,
2030102722-1,
2030102723-9,
2030102724-7,
2030102725-4,
2030102726-2,
2030102727-0,
2030102728-8,
2030102729-6,
2030102730-4,
2030102731-2,
2030102732-0,
2030102733-8,
2030102735-3,
2030102736-1,
2030102737-9,
2030102738-7,
2030102739-5,
2030102741-1,
2030102742-9,
2030102743-7,
2030102744-5,
2030102745-2,
2030102746-0,
2030102747-8,
2030102748-6,
2030102749-4,
2030102751-0,
2030102752-8,
2030102754-4,
2030102755-1,
2030102756-9,
2030102757-7,
2030102758-5,
2030102759-3,
2030102760-1,
2030102761-9,
2030102762-7,
2030102763-5,
2030102764-3,
2030102765-0,
2030102766-8,
2030102767-6,
2030102768-4,
2030102768-6,
2030102769-2,
2030102770-0,
2030102771-8,
2030102772-6,
2030102773-4,
2030102774-2,
2030102775-9,
2030102776-7,
2030102778-3,
2030102779-1,
2030102780-9,
2030102781-7,
2030102782-5,
2030102783-3,
2030102784-1,
2030102785-8,
2030102786-6,
2030102787-4,
2030102788-2,
2030102789-0,
2030102790-8,
2030102791-6,
2030102792-4,
2030102793-2,
2030102795-7,
2030102796-5,
2030102797-3,
2030102800-5,
2030102801-3,
2030102802-1,
2030102803-9,
2030102804-7,
2030102805-4,
2030102806-2,
2030102807-0,
2030102808-8,
2030102809-6,
2030102811-2,
2030102812-0,
2030102814-6,
2030102815-3,
2030102816-1,
2030102817-9,
2030102819-5,
2030102820-3,
2030102821-1,
2030102822-9,
2030102823-7,
2030102824-5,
2030102825-2,
2030102826-0,
2030102827-8,
2030102828-6,
2030102829-4,
2030102830-2,
2030102831-0,
2030102832-8,
2030102833-6,
2030102834-4,
2030102835-1,
2030102836-9,
2030102837-7,
2030102838-5,
2030102839-3,
2030102840-1,
2030102841-9,
2030102842-7,
2030102843-5,
2030102845-0,
2030102846-8,
2030102847-6,
2030102848-4,
2030102849-2,
2030102850-0,
2030102851-8,
2030102852-6,
2030102853-4,
2030102854-2,
2030102855-9,
2030102857-5,
2030102858-3,
2030102859-1,
2030102860-9,
2030102861-7,
2030102863-3,
2030102864-1,
2030102865-8,
2030102866-6,
2030102867-4,
2030102868-2,
2030102869-0,
2030102870-8,
2030102871-6,
2030102872-4,
2030102873-2,
2030102874-0,
2030102875-7,
2030102876-5,
2030102877-3,
2030102878-1,
2030102880-7,
2030102881-5,
2030102882-3,
2030102883-1,
2030102884-9,
2030102885-6,
2030102886-4,
2030102887-2,
2030102888-0,
2030102889-8,
2030102890-6,
2030102891-4,
2030102892-2,
2030102893-0,
2030102894-8,
2030102895-5,
2030102896-3,
2030102897-1,
2030102898-9,
2030102899-7,
2030102900-3,
2030102901-1,
2030102902-9,
2030102903-7,
2030102905-2,
2030102906-0,
2030102908-6,
2030102909-4,
2030102910-2,
2030102911-0,
2030102912-8,
2030102913-6,
2030102914-4,
2030102915-1,
2030102916-9,
2030102917-7,
2030102919-3,
2030102920-1,
2030102922-7,
2030102923-5,
2030102924-3,
2030102926-8,
2030102927-6,
2030102928-4,
2030102929-2,
2030102930-0,
2030102931-8,
2030102932-6,
2030102933-4,
2030102934-2,
2030102935-9,
2030102936-7,
2030102937-5,
2030102938-3,
2030102939-1,
2030102940-9,
2030102941-7,
2030102942-5,
2030102943-3,
2030102944-1,
2030102945-8,
2030102946-6,
2030102947-4,
2030102948-2,
2030102949-0,
2030102950-8,
2030102952-4,
2030102953-2,
2030102954-0,
2030102956-5,
2030102957-3,
2030102958-1,
2030102959-9,
2030102960-7,
2030102961-5,
2030102962-3,
2030102963-1,
2030102964-9,
2030102965-6,
2030102966-4,
2030102967-2,
2030102968-0,
2030102969-8,
2030102970-6,
2030102971-4,
2030102972-2,
2030102973-0,
2030102974-8,
2030102975-5,
2030102976-3,
2030102977-1,
2030102979-7,
2030102980-5,
2030102981-3,
2030102982-1,
2030102983-9,
2030102984-7,
2030102985-4,
2030102986-2,
2030102987-0,
2030102988-8,
2030102989-6,
2030102990-4,
2030102991-2,
2030102992-0,
2030102993-8,
2030102994-6,
2030102995-3,
2030102996-1,
2030102997-9,
2030102999-5,
2030103000-1,
2030103001-9,
2030103002-7,
2030103003-5,
2030103004-3,
2030103005-0,
2030103006-8,
2030103007-6,
2030103008-4,
2030103009-2,
2030103010-0,
2030103011-8,
2030103012-6,
2030103013-4,
2030103014-2,
2030103015-9,
2030103016-7,
2030103017-5,
2030103018-3,
2030103019-1,
2030103020-9,
2030103021-7,
2030103022-5,
2030103024-1,
2030103025-8,
2030103026-6,
2030103027-4,
2030103028-2,
2030103029-0,
2030103030-8,
2030103031-6,
2030103032-4,
2030103034-0,
2030103035-7,
2030103036-5,
2030103037-3,
2030103038-1,
2030103039-9,
2030103040-7,
2030103041-5,
2030103043-1,
2030103044-9,
2030103045-6,
2030103046-4,
2030103047-2,
2030103048-0,
2030103049-8,
2030103050-6,
2030103051-4,
2030103052-2,
2030103053-0,
2030103054-8,
2030103055-5,
2030103056-3,
2030103057-1,
2030103058-9,
2030103059-7,
2030103060-5,
2030103061-3,
2030103062-1,
2030103063-9,
2030103064-7,
2030103065-4,
2030103066-2,
2030103067-0,
2030103068-8,
2030103069-6,
2030103070-4,
2030103071-2,
2030103072-0,
2030103073-8,
2030103074-6,
2030103075-3,
2030103076-1,
2030103077-9,
2030103078-7,
2030103079-5,
2030103080-3,
2030103081-1,
2030103082-9,
2030103083-7,
2030103084-5,
2030103086-0,
2030103087-8,
2030103088-6,
2030103089-4,
2030103090-2,
2030103091-0,
2030103092-8,
2030103093-6,
2030103094-4,
2030103095-1,
2030103096-9,
2030103097-7,
2030103098-5,
2030103099-3,
2030103100-9,
2030103101-7,
2030103102-5,
2030103103-3,
2030103104-1,
2030103105-8,
2030103106-6,
2030103108-2,
2030103109-0,
2030103110-8,
2030103111-6,
2030103112-4,
2030103113-2,
2030103114-0,
2030103115-7,
2030103116-5,
2030103117-3,
2030103118-1,
2030103119-9,
2030103120-7,
2030103121-5,
2030103122-3,
2030103123-1,
2030103124-9,
2030103125-6,
2030103126-4,
2030103127-2,
2030103128-0,
2030103129-8,
2030103130-6,
2030103131-4,
2030103132-2,
2030103133-0,
2030103134-8,
2030103135-5,
2030103136-3,
2030103137-1,
2030103138-9,
2030103139-7,
2030103140-5,
2030103141-3,
2030103142-1,
2030103143-9,
2030103144-7,
2030103145-4,
2030103146-2,
2030103147-0,
2030103150-4,
2030103152-0,
2030103153-8,
2030103155-3,
2030103156-1,
2030103157-9,
2030103158-7,
2030103159-5,
2030103160-3,
2030103161-1,
2030103162-9,
2030103163-7,
2030103164-5,
2030103165-2,
2030103166-0,
2030103167-8,
2030103168-6,
2030103169-4,
2030103170-2,
2030103171-0,
2030103172-8,
2030103173-6,
2030103174-4,
2030103175-1,
2030103176-9,
2030103177-7,
2030103178-5,
2030103179-3,
2030103180-1,
2030103181-9,
2030103183-5,
2030103184-3,
2030103185-0,
2030103186-8,
2030103187-6,
2030103188-4,
2030103189-2,
2030103190-0,
2030103191-8,
2030103192-6,
2030103193-4,
2030103194-2,
2030103195-9,
2030103196-7,
2030103197-5,
2030103198-3,
2030103199-1,
2030103200-7,
2030103201-5,
2030103202-3,
2030103203-1,
2030103204-9,
2030103205-6,
2030103206-4,
2030103207-2,
2030103208-0,
2030103209-8,
2030103210-6,
2030103211-4,
2030103212-2,
2030103213-0,
2030103214-8,
2030103215-5,
2030103217-1,
2030103218-9,
2030103219-7,
2030103220-5,
2030103221-3,
2030103223-9,
2030103224-7,
2030103225-4,
2030103226-2,
2030103227-0,
2030103228-8,
2030103229-6,
2030103231-2,
2030103232-0,
2030103233-8,
2030103234-6,
2030103235-3,
2030103236-1,
2030103237-9,
2030103238-7,
2030103239-5,
2030103240-3,
2030103241-1,
2030103242-9,
2030103243-7,
2030103244-5,
2030103246-0,
2030103247-8,
2030103248-6,
2030103249-4,
2030103250-2,
2030103251-0,
2030103253-6,
2030103254-4,
2030103255-1,
2030103256-9,
2030103257-7,
2030103258-5,
2030103259-3,
2030103260-1,
2030103261-9,
2030103262-7,
2030103263-5,
2030103264-3,
2030103265-0,
2030103266-8,
2030103267-6,
2030103268-4,
2030103269-2,
2030103271-8,
2030103272-6,
2030103273-4,
2030103274-2,
2030103275-9,
2030103277-5,
2030103278-3,
2030103279-1,
2030103280-9,
2030103281-7,
2030103282-5,
2030103283-3,
2030103285-8,
2030103286-6,
2030103287-4,
2030103288-2,
2030103289-0,
2030103290-8,
2030103291-6,
2030103292-4,
2030103293-2,
2030103294-0,
2030103295-7,
2030103296-5,
2030103297-3,
2030103298-1,
2030103299-9,
2030103300-5,
2030103301-3,
2030103302-1,
2030103304-7,
2030103305-4 ,
2030103306-2,
2030103307-0,
2030103308-8,
2030103309-6,
2030103310-4,
2030103311-2,
2030103312-0,
2030103313-8,
2030103314-6,
2030103315-3,
2030103316-1,
2030103317-9,
2030103318-7,
2030103319-5,
2030103320-3,
2030103321-1,
2030103323-7,
2030103324-5,
2030103325-2,
2030103326-0,
2030103327-8,
2030103328-6,
2030103329-4,
2030103331-0,
2030103332-8,
2030103333-6,
2030103334-4,
2030103335-1,
2030103336-9,
2030103337-7,
2030103338-5,
2030103339-3,
2030103340-1,
2030103342-7,
2030103343-5,
2030103344-3,
2030103345-0,
2030103346-8,
2030103347-6,
2030103348-4,
2030103349-2,
2030103350-0,
2030103351-8,
2030103352-6,
2030103353-4,
2030103354-2,
2030103355-9,
2030103356-7,
2030103357-5,
2030103358-3,
2030103359-1,
2030103360-9,
2030103361-7,
2030103362-5,
2030103363-3,
2030103364-1,
2030103365-8,
2030103366-6,
2030103367-4,
2030103368-2,
2030103369-0,
2030103370-8,
2030103371-6,
2030103373-2,
2030103374-0,
2030103375-7,
2030103376-5,
2030103377-3,
2030103378-1,
2030103379-9,
2030103380-7,
2030103381-5,
2030103382-3,
2030103383-1,
2030103384-9,
2030103385-6,
2030103387-2,
2030103388-0,
2030103389-8,
2030103390-6,
2030103391-4,
2030103392-2,
2030103393-0,
2030103394-8,
2030103395-5,
2030103396-3,
2030103397-1,
2030103398-9,
2030103399-7,
2030103400-3,
2030103401-1,
2030103402-9,
2030103403-7,
2030103404-5,
2030103405-2,
2030103406-0,
2030103407-8,
2030103408-6,
2030103409-4,
2030103410-2,
2030103411-0,
2030103412-8,
2030103413-6,
2030103414-4,
2030103415-1,
2030103416-9,
2030103417-7,
2030103418-5,
2030103419-3,
2030103420-1,
2030103421-9,
2030103422-7,
2030103423-5,
2030103424-3,
2030103425-0,
2030103426-8,
2030103427-6,
2030103428-4,
2030103429-2,
2030103430-0,
2030103431-8,
2030103432-6,
2030103433-4,
2030103434-2,
2030103435-9,
2030103436-7,
2030103437-5,
2030103438-3,
2030103439-1,
2030103440-9,
2030103441-7,
2030103443-3,
2030103446-6,
2030103447-4,
2030103448-2,
2030103449-0,
2030103450-8,
2030103451-6,
2030103452-4,
2030103453-2,
2030103455-7,
2030103456-5,
2030103457-3,
2030103458-1,
2030103459-9,
2030103460-7,
2030103461-5,
2030103462-3,
2030103464-9,
2030103466-4,
2030103467-2,
2030103468-0,
2030103469-8,
2030103470-6,
2030103471-4,
2030103472-2,
2030103473-0,
2030103474-8,
2030103475-5,
2030103476-3,
2030103477-1,
2030103478-9,
2030103479-7,
2030103480-5,
2030103481-3,
2030103482-1,
2030103483-9,
2030103484-7,
2030103485-4,
2030103486-2,
2030103487-0,
2030103489-6,
2030103490-4,
2030103491-2,
2030103492-0,
2030103494-6,
2030103495-3,
2030103496-1,
2030103497-9,
2030103498-7,
2030103499-5,
2030103500-0,
2030103501-8,
2030103502-6,
2030103503-4,
2030103506-7,
2030103507-5,
2030103508-3,
2030103509-1,
2030103510-9,
2030103511-7,
2030103512-5,
2030103514-1,
2030103515-8,
2030103516-6,
2030103517-4,
2030103518-2,
2030103519-0,
2030103520-8,
2030103521-6,
2030103523-2,
2030103524-0,
2030103525-7,
2030103526-5,
2030103527-3,
2030103528-1,
2030103530-7,
2030103531-5,
2030103532-3,
2030103535-6,
2030103536-4,
2030103537-2,
2030103538-0,
2030103539-8,
2030103540-6,
2030103541-4,
2030103542-2,
2030103543-0,
2030103544-8,
2030103545-5,
2030103546-3,
2030103547-1,
2030103548-9,
2030103549-7,
2030103550-5,
2030103551-3,
2030103552-1,
2030103553-9,
2030103554-7,
2030103555-4,
2030103556-2,
2030103557-0,
2030103558-8,
2030103559-6,
2030103561-2,
2030103562-0,
2030103563-8,
2030103564-6,
2030103565-3,
2030103566-1,
2030103567-9,
2030103569-5,
2030103570-3,
2030103571-1,
2030103572-9,
2030103573-7,
2030103574-5,
2030103575-2,
2030103576-0,
2030103577-8,
2030103578-6,
2030103579-4,
2030103580-2,
2030103581-0,
2030103582-8,
2030103583-6,
2030103584-4,
2030103585-1,
2030103586-9,
2030103587-7,
2030103588-5,
2030103589-3,
2030103590-1,
2030103591-9,
2030103593-5,
2030103594-3,
2030103595-0,
2030103596-8,
2030103597-6,
2030103598-4,
2030103599-2,
2030103600-8,
2030103601-6,
2030103603-2,
2030103604-0,
2030103606-5,
2030103607-3,
2030103608-1,
2030103609-9,
2030103611-5,
2030103612-3,
2030103613-1,
2030103614-9,
2030103615-6,
2030103616-4,
2030103617-2,
2030103618-0,
2030103619-8,
2030103620-6,
2030103621-4,
2030103622-2,
2030103623-0,
2030103624-8,
2030103625-5,
2030103626-3,
2030103627-1,
2030103628-9,
2030103629-7,
2030103630-5,
2030103631-3,
2030103632-1,
2030103633-9,
2030103634-7,
2030103635-4,
2030103636-2,
2030103637-0,
2030103638-8,
2030103639-6,
2030103640-4,
2030103641-2,
2030103642-0,
2030103643-8,
2030103644-6,
2030103645-3,
2030103646-1,
2030103647-9,
2030103648-7,
2030103649-5,
2030103650-3,
2030103652-9,
2030103653-7,
2030103654-5,
2030103657-8,
2030103658-6,
2030103659-4,
2030103660-2,
2030103661-0,
2030103662-8,
2030103663-6,
2030103664-4,
2030103665-1,
2030103666-9,
2030103667-7,
2030103668-5,
2030103669-3,
2030103670-1,
2030103672-7,
2030103673-5,
2030103675-0,
2030103676-8,
2030103677-6,
2030103678-4,
2030103679-2,
2030103680-0,
2030103681-8,
2030103682-6,
2030103683-4,
2030103684-2,
2030103685-9,
2030103686-7,
2030103687-5,
2030103689-1,
2030103690-9,
2030103691-7,
2030103692-5,
2030103693-3,
2030103694-1,
2030103695-8,
2030103696-6,
2030103697-4,
2030103698-2,
2030103699-0,
2030103700-6,
2030103701-4,
2030103702-2,
2030103703-0,
2030103704-8,
2030103705-5,
2030103706-3,
2030103707-1,
2030103708-9,
2030103709-7,
2030103710-5,
2030103711-3,
2030103714-7,
2030103715-4,
2030103716-2,
2030103717-0,
2030103718-8,
2030103719-6,
2030103720-4,
2030103721-2,
2030103722-0,
2030103723-8,
2030103724-6,
2030103725-3,
2030103726-1,
2030103727-9,
2030103728-7,
2030103729-5,
2030103730-3,
2030103731-1,
2030103732-9,
2030103733-7,
2030103734-5,
2030103736-0,
2030103737-8,
2030103738-6,
2030103739-4,
2030103740-2,
2030103742-8,
2030103743-6,
2030103744-4,
2030103745-1,
2030103746-9,
2030103747-7,
2030103748-5,
2030103749-3,
2030103750-1,
2030103751-9,
2030103752-7,
2030103753-5,
2030103754-3,
2030103755-0,
2030103756-8,
2030103757-6,
2030103758-4,
2030103759-2,
2030103760-0,
2030103761-8,
2030103762-6,
2030103763-4,
2030103764-2,
2030103766-7,
2030103767-5,
2030103768-3,
2030103769-1,
2030103770-9,
2030103771-7,
2030103772-5,
2030103773-3,
2030103774-1,
2030103775-8,
2030103776-6,
2030103777-4,
2030103778-2,
2030103779-0,
2030103780-8,
2030103782-4,
2030103783-2,
2030103784-0,
2030103785-7,
2030103786-5,
2030103787-3,
2030103788-1,
2030103789-9,
2030103790-7,
2030103791-5,
2030103792-3,
2030103793-1,
2030103794-9,
2030103795-6,
2030103796-4,
2030103797-2,
2030103798-0,
2030103799-8,
2030103800-4,
2030103801-2,
2030103802-0,
2030103803-8,
2030103804-6,
2030103805-3,
2030103806-1,
2030103807-9,
2030103808-7,
2030103809-5,
2030103810-3,
2030103811-1,
2030103813-7,
2030103814-5,
2030103815-2,
2030103816-0,
2030103817-8,
2030103818-6,
2030103819-4,
2030103820-2,
2030103821-0,
2030103822-8,
2030103823-6,
2030103824-4,
2030103825-1,
2030103826-9,
2030103827-7,
2030103828-5,
2030103829-3,
2030103830-1,
2030103831-9,
2030103832-7,
2030103833-5,
2030103834-3,
2030103836-8,
2030103837-6,
2030103838-4,
2030103839-2,
2030103840-0,
2030103841-8,
2030103842-6,
2030103843-4,
2030103844-2,
2030103845-9,
2030103847-5,
2030103849-1,
2030103850-9,
2030103851-7,
2030103852-5,
2030103853-3,
2030103854-1,
2030103855-8,
2030103856-6,
2030103857-4,
2030103858-2,
2030103859-0,
2030103860-8,
2030103861-6,
2030103862-4,
2030103863-2,
2030103864-0,
2030103865-7,
2030103866-5,
2030103867-3,
2030103868-1,
2030103869-9,
2030103870-7,
2030103871-5,
2030103873-1,
2030103874-9,
2030103875-6,
2030103876-4,
2030103877-2,
2030103878-0,
2030103880-6,
2030103881-4,
2030103883-0,
2030103884-8,
2030103885-5,
2030103886-3,
2030103887-1,
2030103888-9,
2030103889-7,
2030103890-5,
2030103891-3,
2030103892-1,
2030103893-9,
2030103895-4,
2030103896-2,
2030103897-0,
2030103898-8,
2030103899-6,
2030103900-2,
2030103901-0,
2030103902-8,
2030103903-6,
2030103904-4,
2030103906-9,
2030103907-7,
2030103908-5,
2030103909-3,
2030103910-1,
2030103911-9,
2030103912-7,
2030103913-5,
2030103914-3,
2030103915-0,
2030103916-8,
2030103917-6,
2030103918-4,
2030103919-2,
2030103920-0,
2030103922-6,
2030103923-4,
2030103924-2,
2030103925-9,
2030103926-7,
2030103927-5,
2030103928-3,
2030103929-1,
2030103930-9,
2030103931-7,
2030103932-5,
2030103933-3,
2030103934-1,
2030103935-8,
2030103936-6,
2030103937-4,
2030103938-2,
2030103939-0,
2030103940-8,
2030103941-6,
2030103942-4,
2030103943-2,
2030103944-0,
2030103945-7,
2030103946-5,
2030103947-3,
2030103949-9,
2030103950-7,
2030103951-5,
2030103952-3,
2030103953-1,
2030103954-9,
2030103955-6,
2030103956-4,
2030103957-2,
2030103958-0,
2030103959-8,
2030103960-6,
2030103961-4,
2030103962-2,
2030103963-0,
2030103964-8,
2030103965-5,
2030103966-3,
2030103967-1,
2030103968-9,
2030103969-7,
2030103970-5,
2030103971-3,
2030103972-1,
2030103973-9,
2030103974-7,
2030103976-2,
2030103977-0,
2030103978-8,
2030103979-6,
2030103980-4,
2030103981-2,
2030103982-0,
2030103984-6,
2030103985-3,
2030103986-1,
2030103987-9,
2030103988-7,
2030103989-5,
2030103990-3,
2030103991-1,
2030103992-9,
2030103993-7,
2030103994-5,
2030103995-2,
2030103996-0,
2030103997-8,
2030103998-6,
2030103999-4,
2030104000-0,
2030104001-8,
2030104002-6,
2030104003-4,
2030104004-2,
2030104005-9,
2030104006-7,
2030104007-5,
2030104008-3,
2030104010-9,
2030104011-7,
2030104012-5,
2030104013-3,
2030104014-1,
2030104015-8,
2030104016-6,
2030104017-4,
2030104018-2,
2030104019-0,
2030104020-8,
2030104021-6,
2030104023-2,
2030104024-0,
2030104025-7,
2030104026-5,
2030104027-3,
2030104028-1,
2030104029-9,
2030104031-5,
2030104032-3,
2030104033-1,
2030104034-9,
2030104035-6,
2030104036-4,
2030104037-2,
2030104038-0,
2030104039-8,
2030104040-6,
2030104041-4,
2030104042-2,
2030104043-0,
2030104044-8,
2030104045-5,
2030104046-3,
2030104047-1,
2030104048-9,
2030104049-7,
2030104050-5,
2030104052-1,
2030104053-9,
2030104054-7,
2030104055-4,
2030104056-2,
2030104057-0,
2030104058-8,
2030104059-6,
2030104060-4,
2030104061-2,
2030104062-0,
2030104063-8,
2030104064-6,
2030104065-3,
2030104066-1,
2030104067-9,
2030104068-7,
2030104069-5,
2030104070-3,
2030104071-1,
2030104072-9,
2030104073-7,
2030104074-5,
2030104075-2,
2030104076-0,
2030104077-8,
2030104078-6,
2030104079-4,
2030104080-2,
2030104081-0,
2030104082-8,
2030104083-6,
2030104084-4,
2030104085-1,
2030104086-9,
2030104087-7,
2030104088-5,
2030104089-3,
2030104090-1,
2030104091-9,
